processed_text,score,sentiment
cant find a movie,3,neutral
cant open the app,1,neutral
i cant find it on myphoney tho i havedownloaded it,1,neutral
stop raising the price,5,negativo
scary,4,negativo
ok very good to watch new movie,1,contento
idk why but fit the last 3 day i havent been able to watch marvel black lightingseason 3 because it freeze the picture but the sound keep going im currently begging on a few marvel and would love to get caught up plus fix this also if netflix can please,5,contento
netflix ha had hit or miss with their update lately the most recent one is removing the play from the beginning feature when watching movie or series that feature wa uniquely available to netflix before other streaming apps started adding it to their platform too now have to rewind manually,2,positivo
will not open anymore on my tablet since the latest update,1,neutral
awesome thank you,5,contento
i have lost netflix on my tablet,1,negativo
netflix is dangerous to use,1,negativo
exilent app is good nice,5,contento
since update it ha become horrible on tv,1,negativo
i have a problem in my account and i cant reach to customer service for solve the problem,1,insatisfecho
no much fart in he show but i fart during them,5,negativo
how do i create my own account,1,positivo
error error error tech help is useless,1,enojado
rated 10 for me,5,neutral
i installed the app but it not showing on my tablet whats going on also why have you guy not made it easy to report this issue,1,negativo
amazing ofc it nexflix but when ad come on you cant access the show until it over,4,positivo
prompt precise with a variety of interesting movie to choose from,5,positivo
app doesnt work wont load any show with wifi switched on or off nor cellular phone samsung s20 fix it,5,neutral
i always watch netflix on my tablet watched a film today suddenly the app stopped working i clicked on the refresh button repeatedly still not working switched my tablet off then back on no change i deleted the app and tried downloading it again but now i cant even install,1,negativo
so broken it keep locking me out because it think im not at my home with the other account user family netflix too concerned with profit and not with the delivery of the product consumer pay for,1,negativo
constant raising is proof theyre losing customer so current customer pay more how hard is it to see this bankruptcy is on the horizon,1,insatisfecho
the thing i love most about this app besides not being able to watch some blockbuster because there are no subtitle it being able to rediscover part of movie because netflix doesnt remember where we left off between apps or the great exercise of your eye because you cant watch,2,contento
am just starting but i believe it will be the best i will still be back to comment,5,contento
stuck on loading screen on mobile recently happened,1,negativo
hi netflix developer team u r work suck such a miserable procedure to reset the password in our country even 3rd grade delivery apps have simple process to reset the password with mobile phone otp pls improvise team,1,insatisfecho
picture is not good it not bright and vibrant it like it ha a screen that look like haze rarely can even see the actor they r trying to tell me it my internet but i have othe movie apps that dont have this prob almost ready to delete the,1,positivo
it suddenly stopped working on my tablet it so unfair cause it should work on any device,2,insatisfecho
the very best movie tv series streaming application with convenient payment plan and viewing experience thanks,5,contento
the app fantastic the movie a well a the series are damn good,4,contento
i love netflix but it isnt what it used to be many popular show and movie are not available these daysprime video ha a better selection of movie and show my favourite show like modern family twinkling watermelon and old philippine movie like shes dating a ganster are not available,3,contento
updated app today now wont work on my tablet,1,neutral
i think it good,5,positivo
i have a question about netflix this app is not free give me one month free watch,1,positivo
multiple video are not getting played and just getting loaded on black screen app is crashing sometimes and getting logged out,2,negativo
is really gud,5,neutral
no good movie and web series plzz work on it am from india and i wa member for last 1year but those movie and series are good were not dubbed in hindi or english,1,positivo
i wa watching jujutsu kisyn and squid game it a w,5,neutral
i am getting bug in my netflix account i kindly request you guy to fix otherwise i will cancel my subscription,1,positivo
i have a suggestion for your development team a feature enabling user in different location to bingewatch series together the movie video would play simultaneously on all screen and user could hear each others voice and see small video screen of one another,5,positivo
why cant i uninstall netflix from my tableti installed via playstoreso why cant it be uninstalledits gotten way to expensivedont needamazon prime work fine for me at less than half the cost,1,positivo
nicest,5,positivo
the tampering ha made this app unusable on my device i want my money back i had to give it 1 star to post this,1,positivo
continuously crash,1,negativo
dubb famous webseries in telugu language,2,neutral
dayatma filmler yorum yapamazsn puan veremezsin gerek imdb puan goremezsin ou imdb dk lbgtf den gna geldi abonelii iptal ediyorum,1,neutral
why cant i access it,1,neutral
stopped working on my galaxy s23ultra cant find network 10318 uninstalled rebooted reinstalled same result yet responding to an email of a new series clicking on the watch trailer open app play no problem,1,positivo
lostfound then lost can not open app,1,negativo
this app is amazing like you can watch anything like scary movie kid movie series animated christmas movie cooking girly movie boy movie detective movie and more hd pg and more you can even watch it on a planeif the movie or series are downloadedand it great do you download,5,contento
impossible to change the apps language very annoying vraiment beaucoup moins bien que le site mais sur une tablette pa le choix impossible de choisir le film par langue edit 6 month later no improvement how can remove this one star,1,insatisfecho
vary good,5,positivo
i can install it but i cant able to open it in my phone even thought i restarted my phone it wa working well before 6 feb but suddenly it went blank in my netflix acc then i uninstalled it then reinstall it but i cant able to open it,1,positivo
stupidly annoying,1,insatisfecho
simply amazing,5,contento
the worst experience i have through the subscription payment process i thought to pay and take subscription on netflix but a terable experience through my payment process but a last the payment wa not happening i dont why i dont like login process of the netflix on mobile phone please,1,negativo
it so nice,5,positivo
supereb,5,neutral
netflix is hot app,3,neutral
can not change video quality please add an option to change video and audio quality is worse than 3gp,1,negativo
i like this,5,positivo
fix your issue after the last update my netflix suck it wouldnt play old downloads and would not download new stuff,1,insatisfecho
major problem with the cast to tv it work until you play anything the screen go black with only audio it used to work until an update screwed it up the same cast to tv work with browser streaming and everything else,1,insatisfecho
best quality,5,contento
pure trash netflix is a relic of the past,1,neutral
everybody please take it seriouslythis app should be uninstalledits in build and installed before itself they make sure nobody could be able to unistall it,1,contento
i enjoy for netflix to watch my favorite movie or tv show to entertainment myself and there have so many movie and show that i watch download and steam to watch,4,contento
up until 5th feb service wa good now all i get is loading when trying t watch anything and couple episode id downloaded wont play at all and power down the device im watching on tried t contact them and cant do the chat say not available and call are,1,positivo
no use watching on mobile,2,negativo
this app like good for watching movie wow excellent,5,contento
unable to check the bill or payment history,1,neutral
this is staying a a one star review 3398 to watch the same 3 show ive been watching since 2020 because you have no actual good content on your platform anymore is insane whoever run the joint is absolutely smoking crack you think there arent other way for someone to,1,insatisfecho
good intertentment,5,positivo
marvelous,5,contento
give inbuilt option to change streaming quality like hotstar and prime video,3,positivo
it good,5,positivo
superb app to see move and web series,5,contento
nice aap,5,positivo
very bad,1,insatisfecho
i dont know why this app is giving me headache to download this is very bad i just waste my data for nothing,1,insatisfecho
unae to download,2,neutral
after upgrade new version not running,1,neutral
soo nice,5,positivo
not working after the update,1,neutral
on 060225 app stopped working on my tablet despite doing all necessary action and reaching to their support thr answer wa there is a compatibility issue and old device may not support all uodates 1netflix a an internations company should prevent this 2not everyone can afford buying a new device,1,positivo
best of the best,4,contento
my netflix is not opening why,1,neutral
most entertainment movie app in my life,5,positivo
not working on my phone,1,neutral
cant let me share between family anymore,1,negativo
koi,1,neutral
update isnt good my account keep crashing every time i open the app,1,negativo
the new update is no longer opening ive uninstalled and reinstalled but still not opening,2,negativo
most expensive,1,neutral
login process in most big,1,neutral
good application,5,positivo
thank you,5,positivo
broken after update,1,negativo
tell me what were getting for the new raised subscription price of 13mth for just the standard package wouldnt mind so much if the library wasnt so saturated with subtitled and low budget asian production please bring back quality before i give up on it,2,positivo
cant install,1,neutral
netflix is no longer worth the price just wa notified today that you are brining the price up yet again by 282 per month i went from 1863 per month to 2145 you dont even have good show on there any more netflix is going to die,1,enojado
most of the time the app stop working playing already downloaded contentvery frustrating,1,insatisfecho
love it so much better than waiting for session 3 of game,5,contento
rick nd morty no more why oh why did you have to take rick and morty away in australia you for real,1,negativo
they cant even give any motivation movie i wa searching for whatever i searched wa not in here,1,positivo
just canceled company think we will just keep putting up with price increase and im tired of u having to take it and pretend it okay,1,neutral
thanks for the app,5,positivo
in the besttttttttttttttt app this so goo,5,neutral
aight netflix bro pls add the new season of the last kid on earth why is it talking soooooo long hurry up pls,5,positivo
how do i fix it,1,neutral
great one,5,contento
i am unable to open the app a this app is not showing in my tab and ha some technical problem,1,negativo
1799month for basic hd gawd you are money hungry i hope everyone boycott you plus your server suck i couldnt even watch the fight i want a refund horrible service i spend more time looking for a movie since they are all terrible and i get recommended whatever netflix want,1,enojado
i love is app,5,contento
this is perfect they dont even play ad,5,positivo
nice 1,5,positivo
love it keep me happy,5,contento
since the latest update the app wont open i tried to uninstall and reinstall but now it wont load at all please go back to the last version that worked so frustrating,1,negativo
good content,5,positivo
super good sya et,5,contento
love it ha all the tv series and other show i like,5,contento
overwhelming about of netflix own content which just all look and sound like it come out of the same studio with the same director writer producer increasingly tedious and now you are hiking the price in the uk yet again definitely not paying for standard and ill look at ditching,2,positivo
excellent work,5,contento
this is great app,5,contento
thanks for the first time,5,positivo
movie cool,5,positivo
nice,5,positivo
not open my netfix,5,neutral
lately the app ha become worse than disney it started by not letting me watch downloads without an internet connection and now another error appears that need me to redownload the title i wa watching which again doesnt fix the issue,2,insatisfecho
after installing yesterday update the app stopped working on my tablet netflix support doe not have a solution well done in killing your app netflix,1,insatisfecho
i wa on an extended t mobile plan but the update kicked me off hey netflix if youre going to try a joint venture maybe alert your partner before you force customer out,1,positivo
bring back password sharing this move of yours even inspired amazon to put a limit on the prime device,1,contento
something wrong with downloading because sometimes it stop even if my network is stable it just freez,2,negativo
sign in problem,2,negativo
i can no longer download netflix it showing beta program is full plz fix it,4,negativo
the video wont play and my phone switch off automatically,1,negativo
movie are very limited not all the video inside not playable it a waste of my money you cant be trusted,1,insatisfecho
hello netflix team there are certain movie which cant be found in search like i looked out for a movie titanic and there wa not availableplease any solution,2,positivo
it all you can ask for,5,neutral
it cool b,5,positivo
stopped showing up on my phone after i updated it,1,negativo
faltu app in play store ever very very isase faltu kya tujhe koi game nahin mila tha yah bhi koi game hota hai yah itna faltu game hai,1,positivo
keep closing since today update,1,neutral
slow response,1,neutral
cant open app,1,neutral
cant get it,1,neutral
app is bugging out hardim on my profile which is an adult profile and it only showing my son name on the continue watching for it also only showing kid movie when i clearly am on my profile with my name on it i closed the app and checked for,2,positivo
wow nice,5,contento
super amazing,5,contento
tried to cancel membership through app did it 3 time it told me to continue watching and action will be taken in due time next day it charged me can not contact them used to be regular customer disappointed,1,insatisfecho
honestly im sick and tired of adjusting the brightness adjustment bar please make it easy to use it either too high and i can never make it low ill give 5 star once you fix this issue,1,positivo
new version 6 feb 2025 no longer work on android 70,2,negativo
i have used netflix on my tablet for year all of a sudden it said to reinstall and it wont junk,1,neutral
this is one of the worst streaming site i have ever used they charge you too much and then still run ad they ruin all the show they get their hand on stuff with real potential and they ruin them and then the other stuff on here suck there are,1,enojado
theyve lost more show than any other streaming service and have replaced them with uninteresting title they go after the viewer wallet instead of creating better content the content they do create is jovial at best and then they buy right to show they will not complete what moron watch,2,contento
hasnain alee netflix wonderful app,5,contento
i hate romance,5,neutral
terrible app,5,negativo
well netflix ha done it again app started to work again only for one month then an update came out and now i am getting another error which wont allow me to get on again new error 5011029 come on this is not a good way to start a new,1,insatisfecho
ghatia app charge so high content so less,1,neutral
worst app unable to create an account sign in error for 1 week,1,insatisfecho
i hate when u have to start a free trial i wish u could just login with your email account and watch all the movie and tv show,1,positivo
the app suck every time any of u go to tap on a new show it take u the the last show we watched app doesnt keep track of episode we have to figure out what episode we were on along with show not sure i want to keep paying,2,insatisfecho
how can i install this app,5,neutral
apparently my phone isnt apart of the house hold that i live at in which i pay for why the phuck should it matter when i am using my phone data to watch netflix on my phone useless especially now that you are trying to convince people to pay a,1,negativo
always crash not even enough good regular content expensive,1,insatisfecho
overpriced b now you have to wait one week for an episode they forgot that tv ha been doing that and the reason we got this wa to be able to watch entire season when we wanted to im canceling this subscription,1,positivo
constant issue with netflix,1,neutral
over 20 year a an customer you kicked u off of our computer that are in the same house hold for no reason and i will never come back here again,1,negativo
im seriously thinking about cancelling my netflix subscription now a the price keep going up and up not a great way to hold on to customer so many other option out there for less money greedy 18 increase is not a little,1,insatisfecho
good is better now with wwe live on netflix,4,contento
netflix suck nothing but old movie or foreign movie if you dont get it free with your phone provider i dont recommend wasting money on it i find myself using tubi more than netflix they seem to have more variety and it free,1,neutral
not my mobile,5,neutral
it used to be great i have been trying to cancel my subscription service for awhile they just uncharged me for the service i wa paying around 5month for the adsoption they suddenly upgraded me to the standard version and charged a full 1847 cad for something i do not,1,positivo
i have been watching netflix in one house on one account specifically for at least the last 2 year suddenly my device isnt a part of this account household while im at home on my home wifi excuse me b fix your platform,1,positivo
literally every single movie it suggests ha a female main so a 110lb woman is supposed to be able to fight 20 200lb guy i understand inclusion i really do but this is crazy and i cant even figure out how to cancel,2,insatisfecho
that is good,1,positivo
trying to switch to the paid version with ad because time are tough and they keep raising the price and there are locked showsmovies wtaf thinking of just canceling entirely because why would i pay for ad and still not get to watch what i want,1,negativo
all video that you want to watch go what are you waiting for,5,positivo
no working,5,negativo
there are no ad with netflix which is the best thing compared to indian ott apps which had more ad and less content,5,positivo
i tried to watch youtube but it keep saying about something and i cant watch youtube i tried to get youtube kid but it didnt work and now i tried to get netflix now it didnt work it keep kicking me out from google play,1,positivo
good apss,5,positivo
double thumb up because of it game would recommend,5,positivo
my account on netflix ha been hacked twice despite having extremely complex password i am certain that noone could have gotten into my account using the password this mean netflixs privacy security protocol are very very poor additionally netflix doe not let you close one account and open a fresh,1,positivo
unjustified pricing a netflix ha one foot out the door with their content investment they wan na break into anime yet they are scared to compete with the like of crunchyroll netflix ha become a greedy flake and i cant say these robbery price for their base premium subscription is,2,positivo
netflix is the best wow cool update me financially,5,contento
very helpfull,5,neutral
since the update the app crash and shuts down my phone meaning i have to restart my phone causing me to not be able to watch any show,1,negativo
1000 plus good app,5,positivo
this application is very good because it help u watch movie i personally watch whenever i want no matter where i am,4,contento
very bed app,1,neutral
so far ive been able to watch movie while im waiting at hospital san antonio tx instead of having nothing to do except wait on others while visiting parent,5,positivo
love netflex can not afford it,5,contento
amazing app it not even that expensive and you dont even have to pay extra for any movie or series,5,contento
great variety of movie,5,contento
i love everything no it i have seen but that dont make a another big mouth season,2,positivo
ammazing i love this app i have a one request i want a season in hindi dubbed which name is the worst which,5,positivo
u have to pay but netflix ha the best movie and quality u should get it,5,contento
i love it because my daughter can watch power ranger,5,contento
audio an video lag since my last update,1,negativo
the priced have went extremely too high when there free apps to watch everything they offer,1,contento
garbage,1,neutral
love it,5,contento
why the hell netflix is showing flashing light today,1,insatisfecho
finding extremely annoying that when you want to see detail of a movie it start playing automatically with that bong sound just stop spamming people with these trick if i want to watch it ill click play,1,insatisfecho
18 eighteen dollar a monthcanceling netflix waste of money,1,negativo
netflix now is just unacceptable it laggy and you can barely use it all you care about is money thats why whenever a popular show make good money you remove them or cancel them like not everything ha to be about you especially shameless shameless is literally the only good,1,positivo
i work this already this next product ha been best up ever before all your amazing stuff i want to watch it always have stuff i need to watch always something interesting to look at always something always best,5,contento
incredible and sterling,5,neutral
good,5,positivo
now it is good because it is giving tollywood movie also well price is little bit high,5,contento
some movie arent available in some region it would be nice to have this looked intooverall it great,3,contento
i unable to play my downloaded vedios,1,positivo
unable to seek forward video loading logo stuck on screen,1,negativo
getting worse i can not open the app in work because it not part of my household nonsense they just want to squeeze an extra dollar or two from loyal customer i think it time to buy an android box every netflix original for half the price,1,neutral
i am not able to use this app on my pixel 8 since 23 month can you please look into this every month i get a different error current errordevice failure occurred please restart your device and try again 5011029 i have complaint several time but not got a resolution,1,negativo
it is awesome,5,contento
it gg,5,positivo
bi ivo,1,neutral
apps keep crashing and then it brings me to my home screen when im using floating window please fix it asap,2,positivo
cant cast,1,neutral
sent five notification for squid game mobile in 30 minute netflix what the h,3,neutral
khulta hi nhi h,1,neutral
the app by itself is good,5,positivo
no video showing each time is an update,1,negativo
add sonic the movie 2,4,neutral
alot of new movie but it not in english whats up with that smh,3,negativo
netflix get worse everyday they force out endless original series that nobody is interested in in a three season chunk but when they do make an original people like it cancelled on a cliffhanger they continue to lose more and more title while loading the platform with foreign series nobody,1,positivo
good netflix,5,positivo
netflix is good but can you please complete the one piece episode why is it on egghead already thank you,3,contento
netflix is excellent,5,contento
please solve black screen without video playing only sound doe not matter solve even i have lost money,2,negativo
once watch a movie,5,neutral
it just incredible,5,neutral
im facing issue on netflix whenever i watch movie i cant lower the brightness it also dont work with my mobile brightness,1,positivo
very bad video freeze audio continues but a long a netflix make money thats all they want,1,negativo
exemptionally good,5,positivo
verygood movie no hastle,3,negativo
please fix some bug,3,positivo
lot of bug need to be fixed,2,neutral
ive had this app for about a long a it been around i enjoy it havevnt had any technical issue or complaint otherwise the fact that they not only share movie but also are constantly releasing original moviesseries which are mostly pretty good thatd move new release thru a little,5,contento
whats going on with this error 2119 it say he movie can not play please how doe one resolve this,3,insatisfecho
user interface is easy to navigate you can choose whether genre alone or the latest tv show one thing i am concerned about is almost every movie here have this same gender relationship even if the movie isnt under the lgbtq criterion like this app is being used for grooming,3,contento
4k quality not coming poor picture blur picture and also telugu language is missing in maximum contentsother language they are giving but not in telugukindly give telugu dubbing also quality can improve,1,contento
household location restriction constant price increase tier restriction content based on location restriction maybe for investor sound like a great idea for better return but for user eye this is a decaying platform and aggressive again u i dont gon na pay for this,1,negativo
1010,5,neutral
every show i would like to watch isnt available and even when it is most likely you can find a cheaper alternative all and all i dont recommend subscribing at all,1,positivo
why cant you use mobile money to watch netflix so i deleted it since my country is hard to get card to buy an account,1,negativo
this app is very nice,5,positivo
im reinstalling the app because i had to delete it due to it making my phone restart i would download show cuz i dont have wifi at home and if i pressed play my phone would restart idk if this is a bug or it automatically downloaded too many but,2,positivo
app not working properly getting some bug,1,neutral
removed a it ha bbc on it,1,positivo
used to be good but then they put in ad and jacked up the price sorry but you cant do both,1,positivo
a my last update in 2025 i cant watch my download offline and i should connect to the wifi that i used to download my movie so whats the point of download if u can use it offline from anywhere,1,negativo
vibrant,5,contento
i dont like it,1,negativo
in pakistan a reasonable price of 2501100,5,neutral
vgood,5,neutral
doe not open the app,1,neutral
very nice aap i love it,5,contento
they never have few movie and episode loklok better then netflix scammer,1,positivo
new south movie need dubbed in hindi thats all over all good,3,positivo
it outstanding and it always updated keep up the good work and standard,5,contento
bug netflix namaste active,3,positivo
very bad time wasting,1,insatisfecho
im happy,5,contento
black screen again even not allow me to uninstall,1,negativo
i would like to see film description to show if they are in english or have subtitle i dont like to start watching a film get through the credit and find it ha subtitle or worse no subtitle and not in english,4,neutral
very good love it,5,contento
havent been away from my house for more than 4 hour and it already requesting that i verify through my home internet this is a joke that i cant even leave my house and use netflix you guy charge too much for an app i cant even use and never,1,positivo
the free trial is a lie,1,contento
getting worse and worse a time go by asian indian and other foreign movie that are not dubbed in english only the closed caption you have to read for 90 minute the selection is also lacking in the primary movie there is a worth the wait selection that must be,3,insatisfecho
i want to delete it but it only say i can disable it,1,neutral
thankyou,5,neutral
i very rarely want to watch something but i just ordered some food and wanted to watch a series after month of no movie or series unfortunately the new update made it impossible for the app to fully start the logo load but thats it i am so sad,1,enojado
a long a game are forced a the 1st thing on my home screen i will leave this 1 star rating i use netflix to watch show not play mobile game and your forcing it at the top of my screen make it more annoying to find show i want,1,insatisfecho
netflix is a good streaming app have watched lot of web series and movie and also i have subscribed it i am a big fan of naruto but netflix india doesnt have naruto shippuden in english but canada and other country have in englishso please releas naruto shippuden in english,3,contento
best video interface,5,contento
best movie app i want more series of lookism,5,contento
i heard of the app and i also want to try it,5,positivo
superb wow,3,contento
love watching netflix almost every day,4,contento
woww,4,neutral
tidak dapat di log in mengunakan acc dari shopee sudah banyak kali atur tetapi tidak dapat salah acc saja dipaparnya asik suruh beli langgan saja sedangkan saya sudah beli di shopee just log in saja macam biasa pun tidak dapat teruk pelik,1,neutral
not bad but not goodjisso,4,positivo
gday can i get tv show like leave it to beaver the twilight zone the brady bunch get smart lost in spaceetc,3,positivo
monopoly by this company can be observed not 100user friendly,2,negativo
absolutely b that they dont even allow you to log in and use your account without accepting the new pricingbfor future month even though you have already paid for the current month building a monopolyat it finest not a great customer experience in an obvious bullying tactic from a large,1,enojado
best movie to watch,5,contento
doesnt work on laptop doesnt work on the phone error e100 how useless can this be,1,insatisfecho
beautiful love this app,5,contento
i few day ago i couldnt open netflixs game so i hope they can fix that,2,positivo
1799 for no ad and can only be on two separate device lmfao ill stick with 799 for ad yall wild,1,negativo
yas,5,neutral
great app for the family,5,contento
useless service they deny service whenever they feel like but still take your money also most show are brain rot used to manipulate a certain civilization different around the globe but all in all i think the issue wa the sellout to google google think they own the web,1,positivo
the subtitle are not working properly when i watch a series in the original language it will translate one sentence and then for the rest of the scene it stop which is so frustrating please fix it netflix,2,negativo
the app work well ha game and is useful anywhere you can get a signal i am having issue with this app on a different platform if someone could contact me,5,contento
keep raising the price adding advertisement and restricting available content on top of having extremely limited selection of worthwhile content to begin with how do i communicate that im not happy with how youre running your business cancle membership yeah thats it,1,negativo
never by on jio mobile if done,1,neutral
i use the app every day there tun of new show and movie every day you will never and i mean never run out of something to watch,5,neutral
keep making you update,2,neutral
omg i love this this is the best i love it,5,contento
i paid 240 pound and at the end i cant even find blue lock this is such a waste of money,1,negativo
so glitchy for my kid and so so i cant bad,1,positivo
netflix is the nice app to used,3,positivo
awesome,5,contento
very good love the quality but it need to add more show,4,contento
the app is way too cool love it,3,contento
i live net flix,5,neutral
have to reset my password everytime i open netflix,1,neutral
very good would love some harry potter movie,5,contento
this app is really misbehaving and i regret ever renewing my membership all my downloaded movie doesnt show it take a lot of time to show and still doesnt show you guy are doing a lot to u the paying customer and you guy arent doing your own part of,1,insatisfecho
i like it i watch my little pony and shera and the princess of power all day,4,positivo
it bug and doesnt let me watch my video sometimes,4,neutral
i am interested,5,positivo
really enjoy watching netflix just wish they would bring back the vampire dari,5,contento
netflix wa very good at firstall the good series were there and it wa perfecttill the end of december they removed the best series of all time friend the app is now horrible and i dont plan on keeping it for very long i dont recommend since most good series,1,contento
freaking stuck on loading screen all the time it a bug they havent been able to fix until now,1,insatisfecho
thanks good night,5,contento
great,4,contento
i thank waste of time better than in bappam and movierulzwhat are you say,1,positivo
excellent,5,contento
cheap subscription hd quality and have a really good subtitle many movie film series to watched,5,positivo
not working on oppo reno 11 model,1,neutral
hello tech team netflix im facing an issue after ever 1520 app shutting down my movie and showing me home screen i thought may be due to app need an update so i checked there wa updated i updated app im still facing same issue after updating this happened 2,2,neutral
rubbish calling to break human value,1,positivo
youre not apart of this household you cant watch on this acc ok guess ill just watch for free on a different website then this is so stupid man,2,negativo
no good show plus the limiations on device connection downloads and the price is awful grow up flix,1,insatisfecho
open kisa hoga,3,neutral
just getting started but so far it great,5,contento
cc dch gi dch anime lm n dch ng htn ca cu thoi gim ngi nht khng bao gi gi tn nu khng thn thit hoc khng c cho php nn vic dch nh th kia rt kh chu nh vua u bp soma chng hn ngi khc gi yukihira,2,positivo
can not share to high price,1,negativo
this taking off all the good show and replacing it with budget waster game is genuinely the stupidest thing a platform ha ever done it getting out of hand and the platform is falling off hard me and my family will be canceling our subscription,1,positivo
vary bad,1,insatisfecho
fantastic,5,contento
it good but it is too expensive so i download netmirror in chrome and it is fully like netflix without any issue only one ad per day to watch then there is no ad,3,positivo
i m happy to use this application,5,contento
it wa great thank u,5,contento
getting to expesive for stuff i never watch,3,neutral
first improve your streaming quality dark scene look dull and blocky literally when i downloaded the same webseries from another site the streaming quality is tooo good but i spend my money on netflix and netflix giving me garbage quality but in iphone it fine i dont understand whats the,1,contento
this is the first i ever rate anything it the best like bravo,5,contento
i can watch my favorite movie show and it just fill my heart up by the nature thank you bye,5,contento
waste of money,1,negativo
just because i added netflix on my tv i have to reconnect my phone every 2 week thats literally dumb because the owner of the account cant watch it because it not their main device your show arent that good to be that money hungry,1,insatisfecho
netflix is a great source of enjoyment learning about culture and especially for learning english however it should be made available in iphones with o below 17 not everyone can afford latest model so it a big request suggestion recommendation please,4,contento
payment issue,2,neutral
it crashed eventually,1,neutral
i like it very much especially k and c drama,5,positivo
i like netflix it just so,1,positivo
why only three star yes it doe have a good quality but my main problem is there are some missing season on the anime that i watch like jujutsu kaisen and blue lock and im not comparing but just for example there are more season of the anime we usually,3,negativo
please fix issue after update of ur application download movie not getting played in aeroplane mode or online mode,1,positivo
app wa working just fine and since this morning i cant watch anything downloaded a the app say there is a problem and then restarts my phone now i have to sit for 3 hour staring at a roof a your app ha failed even after updating still doe not,1,negativo
why doe it refuse to open,2,negativo
confusing i now get update from galaxy store while the app is installed via google play store whats expected here whats happening,1,positivo
screen limit just by 2 people using in the same time ridiculous,1,negativo
extremely satisfied,4,positivo
now hindi dubed show or move are less and find hindi dubed show or move not available,1,neutral
netflix change to rule is a lot harder to access platform when traveling now,1,neutral
pls upload hidden love in hindi dubbing pls i request u,4,contento
i like it but you guy have to add the dragon ball series in here 1 year later and it here thank you,5,contento
go away,1,neutral
i use netflix a a leisure activity after completing my professional obligation or when seeking to watch a particular show or movie the platform offer a straightforward interface enabling user to save their preferred content for later viewing additionally it provides subtitle in the user preferred language enhancing accessibility previously,5,positivo
we like netflix,4,positivo
why sign in to not working on phone is take me out im not enjoyed,1,negativo
is getting a bit too expensive and not that much good movie anymore but quality of the app is great,4,contento
why one piece only got 516 and skip to 1000 wheres the other video,1,neutral
i have been very patient up until now but ive been waiting 5 year for you to release season 3 of fate winx saga and an entire month for you to release season 3 of unicorn academy but im happy that you finally decided to release season 2 of fire,5,positivo
my algorithm includes thing ive already seen and stuff from the bbc and sky which ive already seen or wont watch the list all have the same content will be looking into what ultimate on demand actually entail because if it just netflix then itll probably be getting canceled nowhere,1,negativo
i can not enter my netflix it say that your device isnt part of the netflix household for this account how can i solve this problem,1,negativo
price increase in jan 2025 seems to be to grab more money without new unique content that isnt documentary or comedy special take year to release new season of a 810 episode series when network have 24 episode running year round seems like it may be time to move on,2,contento
more new movie,5,neutral
eww discussing,1,neutral
personally i like netflix ui more that ive more comfortable with it netflix organic show movie are soo good sound quality better than other streaming platform,5,contento
sow butyfull,5,neutral
not running,1,neutral
it doe not contain all the movie i wanted to watch plus it annoying app bad experience,1,insatisfecho
best app ever i always watch on tv and movie and series are of high quality i usually watch kdrama like my demon lnd xo kitty and they always have those sleek subtitlesim not korean and dont speak it and if u translate it to another language the word still,5,contento
im sure the this is the apps is super dippend,5,contento
preinstalled i like it a lot i watch squid game a lot,5,positivo
improve basic issue like brightness bar it not that bright please help with this persistent issue on oneplus i am using brightness automatically change and bar is not high enough,2,contento
amzing,5,neutral
always saying thank you for being a loyal customer but keep going up on the billing when is it going to come to a stop,1,neutral
limited movie anime slow release of new dramamoviesanime every release of new episode waiting time is damn slow yet each episode length sometimes only for 20mins etc especially anime not much choice mostly old dramasmovies not easy search filtering only show limited stuff overall the release of new episodeseason of,2,insatisfecho
show dubbed hindi please,4,positivo
50000000000000000000000 star,5,neutral
best movie application,5,contento
wonderful love the show where have you been all my tv life terrific,5,contento
best app,5,contento
good service,5,positivo
netflix app is not working in my device xiaomi pad 6 it is stuck in netflix app loading screen it is showing device error occurred,1,insatisfecho
everything paid kuch to free do yaar,3,contento
bakit po kaya ayaw nang netflix sa cp ko,1,insatisfecho
entertaining,5,positivo
it good and easy to use for everyone,4,contento
please kindly stop removing my money money from my account a i have stop using netflix it not convenient for me and i do not wish to continue watching netflix pls stop stealing my money from my account i have tried everything else to stop you from stealing my money,1,enojado
it is so good to watch,5,contento
i reallly happy with this app so i support this app,5,contento
they have show locked behind the higher paid tier why when they make more money from ad then they do with the small increase in the subscription,1,positivo
someone elses account is showing for no reasoni cant get my own account,1,negativo
excellent app,5,contento
they app is not delate in my phone,1,neutral
terible i tried to do my password and email but it would not log on and it would not work,1,neutral
netflix is an amazing app and i have been using it for 13 year so far you can have multiple account so your family can have private separate recommendation and continue watching it ha a wide variety of all the new trendy movie and tv series like outter bank and,5,contento
experienced nothing because you are only forcing me to pay with only two method it either a debit card or a credit card where are other option,1,positivo
netflix used to be greatnever had any problem now my screen is black and i cant watch anything i can hear it though,1,negativo
the device is not part of the household i pay the subscription and dont tell me what device i can and can not use i have two router in my house depending on the location where youre in the house you better fix this issue,1,positivo
this is scam i cant stop them they take my money every month even if i pause this thief for month,1,insatisfecho
love it for my down time at work,5,contento
keep crashing,1,neutral
whats going on with these subtitle the skipping entire dialogue or only working when u hold the screenis weird,2,negativo
amei,5,neutral
netflix is so bad,1,insatisfecho
