processed_text,score,sentiment
players anybody else playing game lonely tough game timesfun though even times almost impossible solve levels inorder beat comes money,2,negativo
started playing game months ago laptop way better phone love everything getting points titles game different love,5,contento
playing candy crush years got new phone app transfer new phone level 3994 played new phone started fair,2,contento
love maybe less ads,5,contento
great back 4 years,5,contento
love game great relax divert attention lifes woes,5,contento
candy crush saga awesome first time tried fun,5,contento
woww super sweet game,5,contento
numerous times streak going purchase golden bars game freeze either purchase lose game streak happened many times past level 10000 make plenty ingame purchases however making game extremely unenjoyable please fix asap,1,neutral
awesome game fun play great replay value,4,contento
love love love game one really fun games continuously beat levels without purchase ton load glitches never freezes challenging still fun thousands levels give candy crush 5 stars cuz thats,5,contento
love game awesome keeps cool collected play time,5,contento
love game soon much fun,5,contento
game entertaining reach certain point becomes nothing constant attempt money grab lots glitches try ads instead continuing play guess time try something new,3,contento
best game ever played reminds childhood,5,contento
fun helps u unwind,5,contento
love game since birth,5,contento
right favorite nonsense ads,1,positivo
getting fed adverts getting longer longer needing several clicks clear spoiling,2,positivo
used enjoy candy crush cheats takes away bars puts anything place make sure lose spend fair game trying candy crush far cheated everything lol,4,negativo
best stress free game ever,5,contento
love playing candy good one,5,contento
sweet superb love best relaxing game ever bravo bravo bravo,5,contento
habit game perfect 2024 better get top starts cheating switches add money,5,contento
lost progress adding pad start one wont transfer phone basically 2accounts pleased,4,contento
great game kills time waiting,5,positivo
love try play every day phone tablet,5,contento
great game tuma adds keep crashing game,4,contento
great game love playing time,3,contento
good game time pass,5,positivo
feeling trest free playing candy crush,5,contento
candy land kings kigdom,5,neutral
game kinda old add updates,3,neutral
really love game stopped playing years found miss playing im glad started playing much fun time around,5,contento
oh love game 5 star others 1 2 3 4 dont allow play time remove allt rating 1 2 3 4and 5 preview device personal account details privacy please help win 100 play please let recover lose even three times let every body use stop using personal account device please use god beggi,1,contento
issues past apps start creating hiccupsat first thought mobile occasions game sudden stalled n slowly disappear start againit always happen purchased extra life matter time scam game delete list,1,insatisfecho
clues given game suitable sometimes finish,5,neutral
ads extra lives black wont play option close dont get extra lives frustrating,1,insatisfecho
makes u think thnx,4,neutral
time pass alone members,5,negativo
everything good removed sticker rewards want back stickers rewards please,4,contento
purchased gold bars error making lose streak purchased gold bars order moves instead would go never ending loop crash goes back ive already lost purchase pushed happened twice already im putting purchases questionable scam game reason would even purchase gold bars extend moves lose round,1,enojado
nice game love kitni hogi total,5,contento
nice game good job,5,contento
oky realy without avertising,5,neutral
fast paced dont spend extra money,5,neutral
app keeps crashing ive playing forever love game suddenly began crashing every games ive updated still happens,3,contento
get free boosters seeing adds,2,contento
nice challenges different levels love,5,contento
boring game entrusted game val bye,5,negativo
experience app best good love add,5,contento
nice game leisure time,5,positivo
good game rest mind,4,positivo
best game time bila tak tahu nak buat apa buat hilang bosan,4,contento
good emphasise critical thinking,3,positivo
buggy lol 1071 ultra hard crashes game back tab homescreen every time beat without crediting win,2,negativo
good app time pass,5,positivo
game wonderful idk say,5,contento
fun animations could shorter skipable without changing settings,4,contento
excellent nd relaxing game,5,contento
best game around world,5,contento
fun stress gone away,5,positivo
fun colourful game play,5,contento
good way pass time,4,positivo
app acting funny getting hang,1,positivo
game awful soo many adds goes back main menu progressing get golden bar hate cause happens many times,3,insatisfecho
good way waste time lol,4,positivo
game fun sets mind ease like game game different way playing enjoy fun dont lose patience,4,contento
mind blowingi love itafter mentally exhausted studythis refresh mood,4,positivo
need pay play much,3,positivo
sangat mencabar level tinggi2 kena online ambik superpower,5,neutral
think developers consider allowing players carry moves didnt use next level example im level 10 finished 15 moves left allowed carry 15 moves next level instead wasting,1,negativo
azi jucat ultima zi ultima viaa pe care ai limitat si pe aia inceput ntreb dac nu cumva ai probleme cap ntro cursa 15 nivele ai fcut 13 nivele super grele negrecutie ciocolata vrei 3 ozn 19 lingouri 1 primeti doar 30 pe tot ce ai fcut pestii tai nu fuzioneaz cu mine ci doar cu tine mutari plus sau boostere nu primeti deloccum vrei sa joc si pe deasupra ai bagat iar porcaria cu jeliisnow spermint sau cum vrei sa numestiadica nu treci fara boster,1,contento
love game many screens need closed get game get additional features make game interesting spend time declining closing pop ups hinders game drains batteries want purchase want participate quests pop ups influence,3,contento
changed phone somehow lost inventory since 2013 account connected facebook,1,negativo
best experience playing game amazing,5,contento
introduce ads cant always use dollars,3,neutral
im crushing candy cruch saga,5,negativo
game nice good timepass play game 24 hours,5,contento
thought provoking excellent game awesome graphics difficult great certainly tricky way thanks straightforward,5,contento
feel tired like play candy crush relax mind ease,5,contento
easy game thats dont like anymore,1,positivo
bekar time vest h bekar h game,1,neutral
ok kill time adds,4,insatisfecho
fantastic game n interesting,5,contento
best game kids beacause like candy,5,contento
life time good game love,5,contento
like give lives sent players limit make sure keep making lose make purchases always seem glitches game malfunctions winning 2021 present day february 2025 experiencing thing means game rigged indefinitely,3,positivo
many game play distractions,4,positivo
best time pass game,5,contento
annoying hints every move rewarding play moves basically played way turn feature obvious enough know turn thats took uninstall annoying feature,1,positivo
good game free time relax mind divert mind one thing another,5,contento
nice game mind relax,5,contento
used fun become headache keeps lagging freezing shutting loosing gold progress earned booster due game freezing turned restart game draining battery fast,3,positivo
never played game friends tell pretty good,5,positivo
liked game dont liked add many ads know people think bug fixes game bad say poor people play games aunt tries beat game hard also rewards sucks sooooo hard never played app,1,insatisfecho
really good free time play,5,contento
ever invited game done great job fun fun,5,contento
fun fun still fun fun fun,5,contento
like much lets us lose sometimes,5,negativo
one games start minutes end playing hours levels tough waiting lives bit annoying give extras quiet lot offer challenges get dont pay still one favorite game,5,positivo
im lot fun playing game,5,contento
game usually fantasy world calmingand game kinda cute looks like anti stress game,5,neutral
powers gone change phone,1,neutral
great funthus game blast,5,contento
played years ago back love,5,contento
lane failure wanted pac different thingsas u continue escalate theseu feel like type armagedeonmaybe yeah,3,positivo
fun game pass time waiting life events,4,contento
words really seems lyk im loving sure,5,contento
love every level comes different challange easy hard,5,contento
great way unwind wish could earn real money playing still great,5,contento
great game lots fun,5,contento
good game enjoy everyday,5,contento
candy crash segathis game proposed power play advertise luck youup canot passall blue lights stamps morthan hard lick game bat set youup win,3,contento
try get buy things time expensive worth,1,positivo
used play time glad misplay earn units,5,contento
best relieving stress game,5,contento
painful find difficulties play 1 things many times pains yet dont bars buy lives extra moves request help us difficult,1,insatisfecho
hate ads popping app store without consent,1,insatisfecho
game play keep changing without notice chance also slowed even highest speed,5,positivo
good game relaxing mind,5,contento
game much fun play,5,contento
beautiful wonderful game best,5,contento
60 sec add u nuts one stargame nice adds,1,positivo
awesome game mind relax game,5,contento
love anxiety stress free,5,contento
superbb love itt muchh thakns,5,contento
scam cant get lives,2,insatisfecho
fun take stress difficult game times love,5,positivo
know really enjoy play game,5,contento
best puzzle game time,5,contento
nice amazing game love,5,contento
enjoy game n play win always stress free game,5,contento
ok game feels like get predictable turns mess purpose,3,positivo
nice good good game,5,contento
awesome thanks candy crush saga,5,contento
excellent practice ur mind,5,contento
fun game challenges mind,4,contento
ive playing game years constantly cheated daily wins things im supposed win game contact customer support tell youre supposed screenshot connection issue connection issue youre playing game still dont get youve earned cheaters liars game cheated years customer support doesnt give dang ive spent 100 maybe 200 im done,1,positivo
wonderful delicious fascinating game even single negative point say game,5,contento
game good adds irritating,5,neutral
getting notification candy royal always start play doesnt appear,2,positivo
wonder full intresting ungreadble good day first time next days ago way get best way get right place next lines day,5,contento
playing game 8 years used skill challenging better money impossible win certain levels without additional move means gold bars means money sad greedy developers getand instead maintaining following growing allow best supporters leave super bad experience wish someone would listen chances rewards often disappear,1,contento
great might smash phone staying level month,5,contento
fun play yes fun,5,contento
uninstall bc sick able turn suggested moves function ruined game play offering help moves made prolonged period fine dont tell every move make second finish last one make impossible turn offsuch basic functionality missed angering marketed game help relaxation theres also bug haptics even turned still get,1,positivo
old player since 2013 playing game suggestions come game swip candies irritates allow use mind would request developer maker game king pls remove gen z people really use brain pls pls,2,positivo
love game cause candy lot candy,5,contento
top rate 5 better experience suggest play online,5,contento
game really nice like game nice,5,contento
awesome game lovely graphics,5,contento
stress buster best entertainment time killer,4,neutral
good game highly recommended,5,contento
love game lots fun,5,contento
words say game simle super,5,contento
really good love try,5,contento
love maybe add extra hearts game collect hearts,5,contento
good heck man bad,5,negativo
keeps giving error message targets close tons moves left,1,negativo
amazing mind set game,5,contento
bad im getting video life candy,1,insatisfecho
love one much experience must install,5,contento
abhi game mein khelne maza nhi aata ads cancel nhi hote pura game ko band krke chalu krna padhta hai bhout saare bugs aagaye hai issliye mein 2 star rating dungi,2,negativo
please return old version candy crush saga 2013 2017 episodes scene love episode scene candy crush saga please return old map candy town old version 2017 please humble request,1,contento
log facebook accountmy gold coin gone please give coin,1,positivo
aint type game cot attention,4,neutral
really like game love,5,contento
liked game beginning stuck stats weeks keeps saying win many levels yet number never moves 14 sure many levels passed since stuck changed rating 4 2,4,positivo
full fun complete time pass,5,contento
sugar crush goto need relax time relaxes sugar crush destresser brought depression besides scrabble number 1 sugar crush bomb,5,insatisfecho
mad one thing use able give friends extra lives easier go give one life,4,positivo
best game ui amazing,5,contento
far good love candy crush games loads fun,5,contento
great game im loving peace quiet early morning wonderful candy crush candy crush keeps mind sharp,5,contento
eases thoughts interests sometimes hard sometimes wins come smoothly good balance,5,contento
lessening boosters gold bars without candy royal game isnt entertaining months ago,3,negativo
cool game get higher levels almost impossible progress without buying gold bars winning gold bars almost impossible win 21 games shot game point becomes scam buy gold bars progress thanks give away gold bars dont make contingent winning 21 games shot,1,contento
lives revival issue head ache u finish ur 5 lives u wait lot time playing overall game good,5,positivo
blast play pass time,5,positivo
nice game spend hours play interesting amazing try love game,5,contento
great game best line,5,contento
saw people playing see got addicted,5,positivo
saya sdh 2 kali isi nyawa di candy crush melalui bca ga masuk padahal saya beli 11 ribuan uangnya udah ketarik nyawanya ga ada,3,negativo
great graphics keeps attention,5,contento
fun ad ware viruses,5,contento
playing game 15 years 10000 level open today agree terms problem soon brought level 1 tried everything get account back nothing help deleted game also happened farm heroes lost 2 games never,1,positivo
great game boost brain sometimes level annoying instead finishing dont allow finish grrrrrrr happened cannot play im level 7471 cannot play anymore hopefully next update bring back advertisement chance life moves,5,neutral
nostalgic revisit full dopamine filled gameplay,5,neutral
one annoying game makes want stamp hamster,1,negativo
spend real money go streak game fail level right away possible moves company straight scam,1,insatisfecho
crashing constantly waiting 24 hours working hard getting super color bomb takes away suddenly crash annoying unfair play deleted cache cookies uninstalled reinstalled nothing works normally fun game crashes several times day last several weeks,1,enojado
love playing candy crush,5,contento
reading short story terms changes clarity prior terms deemed insufficient cant summarize changed prior version sentence two interested bye,1,contento
one day option watch ads earn boosters extra moves next day dont nothing consistent game anymore,2,neutral
new update drives nuts everytime switch another app mid game coming back game game logo appears sometimes wipe previous game cause lose life sucks,4,insatisfecho
nice game good relief stress,5,contento
best moments playing candy crush ever wish life longer five,5,contento
awesome thrilling fun filled game wish every 1k stage u would offered chance win mega million dollars prize would good winning start charity foundation bet,5,contento
game playing brain peaceful,5,contento
ive playing game 5 years im still bored,4,negativo
even though im late starter game great,5,contento
adds much annoying im always getting temu app add 30 seconds every time adds timings much annoying,1,insatisfecho
best game mind relax,5,contento
unable get advertisement bonus,1,contento
wipe away stress sure,5,negativo
nice game india ads interesting games super unlike games beautiful games wonderful 1 day complete 50 levels many times play games mind free game india candy crush saga super game india beautiful wonderful game india,5,contento
master piece candy crush 15 year played,5,positivo
boring game seems like regulated,1,positivo
make levels impossible finish unless buy boosters,1,neutral
pop ups rapid fire prepared fight way army pop ups asking accept buy something really takes away enjoying game finger tired time click,2,positivo
paise lutne hai inko 10000 pehle ye fantastic game hai uske baad inka sara dimaag 10000 stage ke baad bas isi laga hai kaise naikalwaye paisa inke account,1,contento
actually getting improvement game hve personally seen lives gone extra lives given earlier repair must good,4,contento
one favorite game ever,4,positivo
publicidad sale candy crush deja quitar afuerzas quieren instales app,1,negativo
love lots af challenges fun play bored,5,contento
game boring collect many gold end freeze u lost everything sucks,1,insatisfecho
love game play hours,5,contento
like playing game im high level would really appreciate devs would cut pop ups everything give us certain amount time boosters throw 10 windows front next level also stop forcing candy royale thats additional three windows get next level,3,contento
isme hamari kamayi honi chahiye agar hum khel rahe hai toh,1,neutral
whenever win competition level 25 sometimes lost position automaticallytoday lost 567 gold bars im uninstalling gameworst app true gamers,1,positivo
7460 level complete give level,5,neutral
great fun time waster,4,contento
kindly update dragon level 6230 playso hard finish still stuck level 2 star dragons level,2,positivo
good game takes away stress especially since come hard time family problems get relax enjoy candycrush wanna know happens moves left stage lol thank,4,contento
love game keeps sharp,5,contento
alright time past weeks able redeem barscoins buy moves despite enough coins hence stuck level week,2,neutral
superb mindblowing thank yougame,5,contento
take stress playing game theres whole lot enjoyment,5,positivo
good ths games nice,5,contento
nice game relaxes mind,5,contento
game full bugs cannot buy extra lives guess time move give chance competitors,1,positivo
favourite candy crush 15000 level complete,5,negativo
cant stop playing day,5,positivo
terrible irritating game advertisement,1,insatisfecho
use enjoy game lot appit sucks disappointment,1,negativo
time pass game im fully addicted,5,neutral
really good game fun,5,contento
cant go back many time force us play ridiculous google take action,1,neutral
good game release stress,4,neutral
best game play one bored keep brain alert,4,contento
wonderful games family members loving game,5,contento
games become impossible without paying okay first hundred games eventually pay walled pass,1,negativo
time pass ho jayega game,4,neutral
candy crush saga one popular mobile puzzle games known colorful graphics simple gameplay addictive nature developed king game challenges players match candies different patterns complete levels progress candythemed world,5,contento
fantastic game mind relax,5,contento
10183 level hard plz help,1,positivo
great game play game feel relaxed,5,contento
new terms scary deleted game,1,negativo
much better compared released,5,positivo
cant start againwhen change device,5,neutral
awesome graphics awesome puzzles awesome upgrades power ups love game period,5,contento
good game except nightmarishly hard levels like whyd add cause anger frustration,5,negativo
good app full time pass,5,positivo
loved game sometime fun,5,contento
worst game one gummi remove goes back side runs lives,1,insatisfecho
happy game lately watch adds get extras dont mind lately temu add comes lot cant get act game forces go temu app need togo back play game loose place please take temu im going stop playing annoying,3,positivo
fun easy quick tonload,5,contento
best game play 6 month awesome,5,contento
contests like candy royaleor ufos etc obligation want play game things optional,1,contento
love game get lost away relax,5,contento
awesome game interruptions fun relaxing,5,contento
sometimes hard work fun,5,positivo
depression hatane big boss,5,insatisfecho
best game good really really good,5,contento
tmobile installed without permission ridiculous shame,1,contento
candy crush best game,5,contento
ilike playing game fun,5,contento
dear candy crush saga game time pass income 1 rs play game continued play game time loss income loss pls credited ammount level increase,4,contento
decent game playing board 4 days row cant even clear half b4 running moves said good bye cant enjoy makes play board day day results going play find game play,1,positivo
love candy crush better king games together,5,contento
nice game easy play get brain never give ive playing game many years always data playing find attractive 5 stars,5,contento
wish could tap boosters activate game like soda crush version great,4,contento
like playing game stress reliever challenges games mandatory like spearmint snowman candy royale dont get option decide join annoying something itll appreciated,3,contento
previously given five starsbut change reviewif play one single game 10 times without winningits relaxing headache,3,negativo
levels 500th level game designed way keep forcing watch ads extra lives extra powers keep pressuring spend money extra lives extra powers please download game also go depression,1,insatisfecho
fabulous fantastic mind blowing cant stop playing really briantgreat really good really fab addictive really good brill play lot fab fantastic great brill mind blowing cant stop playing,5,contento
one best stress reliever lots love,5,contento
lots fun popping love adventure,5,contento
seems purchase stuff get higher levels,3,neutral
rate 2 last time played,2,positivo
love game much keeps active alot,5,contento
games boring good play,1,positivo
lot fun could batter still could batter good play ones nice back bad frist pig open free lot fun four nice back happy bad could batter nice back l glad back could batter glad back nice fun,3,contento
fun good time pass,4,contento
let start saying candy crush always go game ever want relax anymore levels keep getting harder day cant even use gold bars buy additional lives fail level go back beginning frustrating feel like giving candy crush many yrs playx candy crush pls actually seeing reviews abeg somethx longer funny,2,positivo
hey candy crush community whenever play candy royal event bounce opening applications even simply answering small phone call glitch happening everytime whenever play event last time close win gold bars already showing 60 gold bars happened upset,1,contento
taken view ads extra moves new update,3,neutral
great fun good game,5,contento
played years best 4000 levels hard became unenjoyable started good game get rewards watching ads made lot harder didnt get harder 1000s,5,contento
absolutely love got complaints,4,positivo
good stress relief gooooooooooood,5,positivo
believe game best one,5,contento
amazing love recommend people install play free time,5,contento
starting level completed giving extra moves watching video showing waste game,1,negativo
game designed make addict go broke built much greed plus items expensive unaffordable,1,insatisfecho
lovey game 4350 lovel,5,neutral
sweet game pay playing game,1,contento
game getting bad cant clear levels without paying money wheel spin disappeared given game play im bored game getting bit buggy hard waste time many good options took away made game unplayable impossible game completely bad game going downhill quickly need put back game booster spins start level reward players bit,1,insatisfecho
first played game hard like playing,5,contento
super game time pass,4,contento
app good make ur memory sharp,5,positivo
like game toooooo much game good,4,contento
multiple times ad sometimes ad time 59 sec,2,neutral
one awesome game love play day,5,contento
bother finally let us create fish dont hit need liked better fish created actually worked better,2,contento
many one minute advertisements makes want play game anymore need advertisements 20 30 seconds enough,2,positivo
posibil 2181 14 nivele din 15 negre super grele ai bgat spermint snow ca sa nu dai nimicca eu nu primit nimic terminat toate spermint snow dat terminat episodul scos din joc cnd intrat din nou nu primit nimicdect pierdut bostere lingouri c sa fac concursul care uneori imposibil trecut fr ajutoare,1,contento
superb amazing time killing game,5,contento
best game always playing game im bored,5,contento
good feel tenction free,5,contento
absolutely nothing complain game doesnt give random ads levels challenging fun beat even contests love game playing lots edit recommend everyone great offline game long trips sound effects absolutely divine,5,contento
baat time pass gane instraterted game,5,neutral
cool good time waster,4,contento
good game level 9651,5,positivo
stress levels completely gone playing game,5,negativo
would love day wasnt candy crush one,5,contento
compatible tablet android 14 compatible 15 yr old basher phone,1,neutral
recharge 90 game money deducted didnt find gold,2,neutral
good game gets addictive,4,positivo
fun bired nothing else time eating,5,contento
fun game play love nice,4,contento
love candy crush saga great way sit back relax andthe little chocolate balls look awful yummy,5,contento
good awesome game play really swipes away stress,5,contento
app awesome really fun interactive trust youll get addicted soon,5,contento
awesome game awesome rewards,5,contento
wonderful mind relaxing game,5,contento
actually fun starting become addicting lol great theres barely ads great programming sometimes game lags lose progress worked hard anyways great game,4,contento
mind relax game good experience,5,contento
game running well automatic hang maximize kindly check whats problem,5,positivo
app going great closing ad,5,contento
playing game long time suddenly game asking accept terms conditions uninstalling game,1,contento
stress buster much time pass applike,5,negativo
candies dont move tutorials play downloaded game havent able play,1,negativo
kept busy im bored,3,negativo
good long money laundering ads showing ads adult video chat apps highly undesirable family gaming app ultimately unsatisfactory,2,negativo
candy crush nice app device working add,5,positivo
good time racing gold good back,5,contento
keeping problem solving skills eager,5,positivo
enjoying fun game time pass,5,contento
nice game ye kisne banay name batao na,3,positivo
love game muchh annoying ads like games,5,contento
anybody help pleasei dont ads anymore ads helps lot add lifewhat might problem,2,positivo
nice game everyone person says never clean matches,5,positivo
stressless game fun game,5,contento
great game challenges excellent,5,contento
real fun love game,5,contento
swipe stress away game literally stress reliving love,5,negativo
super nice game like,5,contento
nice game exciting play every level,5,contento
super fun relaxing come join fun,5,contento
fun addicting game relaxing,5,contento
fantastic gamei enjoy game every momentwhen play gamei relax,5,contento
hiv super beautiful game,5,contento
feb 19 whos still playing update much better patience candies still hard times wasnt excited great time spender love connect fb friends way better tough challenges,4,contento
love playing game fun could play day long long bad stay charged fun guys ought come play game,5,contento
took away ads rewards game worse,1,neutral
paid via pix didnt receive gold bar,1,neutral
cant use gold bars purchase extra moves button doesnt work sometimes frustrating,2,positivo
best game ever invented,4,contento
easy peasy lemon squzze,5,positivo
rng good variable rest game upon,1,positivo
played game long might stop soon,4,positivo
best game stress relief,5,contento
im enjoying game esp im stress,5,positivo
awesome game fun play,5,contento
become gready new update made verry difficult want player buy everytime items clear stage think wasting time,1,negativo
really like game wonderful sweetest candy matching game seen like update please ask wish new songmusic changed back old one added leaving gamer choice choose preferable one cant even vibe current one thank game,5,contento
big fun time around getting paid watching videos treasure hunt gives nothing poofs anything refuse pay piggy bank gold bars win totally unacceptable,1,contento
ads become longer harder x hit x counts touch x goes site ad relaxing game candy anymore happy,1,contento
game make day batter,5,neutral
find game strangely addictive play via mistplay earn enough games cover occasional spends additional gold bars,5,positivo
absoutley brilliant game addicted game bring candy crush saga 2 im still playing 11 years later partner plays competitions see wins lol,5,contento
good pass time game,5,positivo
terms conditions worthy 600 stages terms conditions blocking gaming experience cannot proceed without accept atleast give us time read time atleast continue play moment us government right cannot understand disappointed,1,contento
fun game lots challenging moves,5,contento
got new phone able log missing stuff 20 lives friends friends gone progress savedbut thats boosters gone disappointed ive playing years,1,contento
love playing game stress buster,5,positivo
candy crush policy uninstall app,1,negativo
nice game time pass game,5,positivo
change terms privacy policy message recove allow data im provide data permission mobile access please go device area im uninstall game,1,positivo
losing progress calls frustrating candy crush serious issue incoming calls every time get call playing game automatically closes lose progressincluding boosters even super color bomb winning streak incredibly frustrating especially im winning streak way pause game instead losing everything please fix,1,negativo
started playing game beginning game still playing going back without seeing end,5,positivo
nice play enjoyed stress relief,5,contento
whole new exiting candy world lovely gameive playing like 3 years really awesome,5,contento
leavels stupidly hard plain boring unless buy buy buy,1,insatisfecho
amazing game hard levels takes days one could overcome due low moves given think one keeps playing additional moves given help complete level easily,3,contento
true excellence love granny frfr best game ever cap god,5,contento
nice muskan mharastr bhot badiya game hai aap bhi khele aur apne family ko bhi bole love,5,contento
best game timebut help gifts rare levels became hard,5,contento
helps clear mind good memories,5,contento
love game much since childhood install today reach 37 level hours,5,contento
going remove game rewards shocking worth playing level 500 got 2 gloves 1 saucer effort farm hero saga better rewards,1,contento
perfect game get rid stress,5,positivo
upadating app available ads,5,neutral
game lfe playing fin never get bored always something new explore people never stop playing fun candy crush try playing subway playing ever lol,5,contento
like ad nahi aa raha hai,5,positivo
relaxing totally fun games,5,contento
mind fresh game full love game,5,contento
fun game play today fun dont waste power upskepp cady sweet color bombs,5,contento
fun cant stop playing,5,contento
game good much bonus increase game best,4,contento
like game fun unfortunately samsung tablet samsungs new policies play give 100 percent access everything tablet use card purchase something samsung wants agree get copy info including card number agreement google go screw,4,contento
level 2200 n u hav changed terms n conditions else th game wont let play witout giving permission financial loss terms n conditions u let us play wit moves ill giv 5 stars,3,negativo
dont open app store pls correct problem sometimes open responce,1,negativo
im sorry say done game many ads watch relaxing anymore competitions stuck days level spend money gold bars living fixed income wish version make one time purchase game ads mini games maybe earn extra bombs etc long list friends sending lives sorry wont help,1,contento
love thisvgame levels fun plus boosters make game interesting,5,contento
cant one plays candy crush music,5,negativo
perfect really enjoy playing candy crush,5,contento
awesome game make mind stress,4,positivo
always favorite game usually call life problems hard level figure way play candies give love many colors,5,contento
dont want buy boosters game hasnt skill based long time,1,negativo
please add 10 lives,4,positivo
fun game easy hard would highly recommend cat helpful,5,contento
sometime feels hard complete level,5,negativo
loosingyour money gameafter 2700 level,1,neutral
kind game relaxes mind,5,contento
love app every one app entertaining well time passing app brain sharping gameyou also download app mobile enjoy good timepass retired persons game app also download app enjoy time,5,contento
lost acc keep telling email password wrong,4,insatisfecho
asks update updates delete,1,neutral
played years simple game,5,positivo
cant seem get past level 97 refuse pay special things fix ill give stars,5,negativo
great game exercise mind,5,contento
mindblowing game kids also skilled person,5,neutral
really get excited play,5,contento
think update version many time faild time system think would drawn game,2,neutral
bad retro mobile game,4,insatisfecho
levels getting difficult without extras extras loading used ads option get extra lives etc longer offered,1,negativo
candy crush saga pretty fun competitive passes time pretty quick,5,contento
need unlimited lives time like permanent thing lives run makes want play game,2,contento
fun entertaining makes u wanna play,5,contento
good fun stress free game,5,contento
sweet nice freshers mood,4,contento
crushing great way unwind,5,positivo
spend lot time single also cant go thru dont want player go better die,1,negativo
great game pass time away,5,contento
love one thing bought new phone everything bought inventory gone like kaboom gone seen,5,contento
best game iq game best,5,contento
nice game rigged wheel spin one win everything except stars,3,contento
love candy crush games,5,contento
perfect game ever love,5,contento
cnady crush best game helps stress gives many rewards best part play wothout internet,5,contento
fun play free amazing love gamee,5,contento
lots variation keep interested,5,positivo
game nice gamei never play like game whole life game think new strategyi enjoying game,5,positivo
super fun way relax,5,contento
keeps hookedswipe stress away love colour themes,4,positivo
good interesting puzzling game,5,contento
enjoying playing candy crush im fun,5,contento
umm good time gives illogical shuffles,3,positivo
great game people know addictive,5,contento
great game complete level one stroke,5,contento
game awesome really good,5,contento
candy crush please bring back ads used play every single day play month two difficult,3,positivo
good game depression inzity everything end,3,negativo
akdam cuteya game hai unstol karo ak star kai land nahe,1,neutral
interesting game especially know race others always want go playing love,5,contento
enjoy game helps relax thank candy crush,5,contento
bestest game stress away love,5,positivo
nice game helps nerves would recommend others,4,contento
fun love always kinda thought girls game honestly like,5,contento
fun going 3 stars level sometimes feels rigged,4,positivo
level 7083 one thing isnt moving anywhere instructions game showing remove put made game also dont know remove win level go next game,3,negativo
many things ty uninstall,5,positivo
joy ful game play,5,contento
extra moves giving end5,5,positivo
love game 13 years old,5,contento
im buying 100 gold bar 711 store im recieve gold bar desapoint game request refund mg cash responnce,1,neutral
intrusting game point view isiis circular game thankyou,5,neutral
fun game however continue keep playing every often level difficult game boxes way advance pay money,3,positivo
scventure delightful adventure combines good question thrilling level brings lot challenges clever designs keep brain engaged graphics bright whimsical making visual treat plus characters add fun twist gameplay sprinkle strategy perfect game,5,contento
love game takes world,5,contento
aa good strategy game,5,positivo
game play simple direct easy advance without spending,5,contento
way kill time excellent,4,negativo
recommend everyone im much fun,5,contento
uninstalled paid helpers never received took away videos earn helpers,2,positivo
relaxing enjoy playing love game,5,contento
currently dont pay wont enjoy game becoming greedy looks like ill delete phone,1,neutral
game real fun keep good work love itgive charms help win,5,contento
incredible game ever great playing friends keeps brain sharp lagging great brain mention much fun appreciate ads free option,5,contento
im good experience game love much,4,contento
entretenido tercera edad mientra dentro hogares asi matamos tiempo entretenido candy crush saga,5,negativo
fun game playing years,5,contento
great game play relaxing well enjoy playing game level hard pass,5,contento
love complaints still love game excellent,5,contento
love playing candy crush saga,5,contento
great game love update,5,contento
1st take away daily free spin stole boostersand top cant play saltnado uninstalled couldnt play reinstalled boosters disappeared hate king games adding boosters disappear upgrade device annoying,1,enojado
level start earning money,5,neutral
need give prizes advantages like candy crush games,5,contento
havent played came back game looks different playing pieces game board looks cheaper like temu candy crush disappointed cant play,1,insatisfecho
simple unending serially interesting,5,positivo
good puzzle mindset game life,4,positivo
playing 11years keep starting,5,positivo
6 days daily wins completed havent received treats,3,contento
great fun keeps brain active,5,contento
clear minds love game,5,contento
levels less moves impossible win,1,contento
fantastic game time killer,5,negativo
best game ever created,5,contento
need pay pass levels limited moves hardest puzzles,1,negativo
best game strees relif,5,contento
love game purchased extra chances never got,5,contento
ok love game playing awhile level differentthink like inventor ads getting little long repetitive 30 seconds 15 seconds 5 seconds would tolerable thanks fun tic tock ads need go temu ads also need go ever watch ads feel like takes 5 times x ads come people fix,1,contento
game simply pure luck win,5,contento
mind relaxing game love,4,contento
like game difficult best good better direct best keep,4,contento
great game hate get many lives pay extra,5,neutral
progress got reset dont like really sucks longer skip cascade end level dont want sit wait game catch could already next level like thought would good idea,3,contento
awesome game cold snowy day,5,contento
want people make purchases several purchases keep streak going game crashes waste money lady purchase ill make ever sucks,1,insatisfecho
good head game thinking game pressure cool think get really good game okay guys,5,contento
love game play every day love xo,5,contento
like game put phone company arrived went back game hour later wiped 26 game winning streak next purchases made credited gold bars items package additional purchases seem way make progress,1,contento
level may hard please create simple levels worst application world aniket 12th standard,1,negativo
nice game new tasks,3,positivo
nice game game good,5,contento
great app new update really good kept old update,4,contento
easy good really fun,5,contento
love enjoying much 1010,5,contento
game time pass money compulsory,5,neutral
liked game much different interesting levels didnt liked profile got starting everything else good,4,contento
game awsome really enjoying,5,contento
sweet ad crazy game enjoyable,5,contento
worst game winningz swapped brown candy anything literal worst game,1,enojado
fair keeps person interested,5,contento
im pretty much happy,5,contento
