rating,processed_text,sentiment
2,bad dream story horribly bad great friday nite nothing else cable character quite irksome love see get bumpedoff madman harris richard lynch horrendous park lot hitrun scene two rival doctor mental hospital totally laughable 's darn ludicrous also dean cameron 's character scalpelhappy selfmutilation episode plain sicko yikes,insatisfecho
1,actor ca n't act ca n't even talk right full ghetto english look stupid act stupid probably stupid guess not stupid director cast crew n't get chance see movie end bore turn 15 ' watch travel channel anthony treach please craw back ghetto come not waste space shelf please try hard not act anymore really honestly terrible,insatisfecho
1,author claim pow not no military service whatsoever complete total poser not support type behavior,negativo
1,shoe literally break half wear not happy,negativo
2,think book 's claim state may work select people not cure base observations prove foods trigger arthritis attack n't think medicine would prevent attack improve join pain change way eat drink think author eat away arthritis better guide arthritis suffer people may need additional help clean body change food eat give result quickly,negativo
1,product advertise 4 24pk fact 4 4pk item return three weeks ago 're still wait refund,neutral
2,buy strut 98 ranger wrong part live belize cost much return,negativo
4,far musical integrity importancestarship doesnt come mind far light airy 80 's rock songs starship come dead center land right brain knee deep hoopla 1985 34 catchy songs no protection 1987 like open track beat patrol 's song mannequin nothing 's gon na stop us song could market part bandaid project stop world hunger timeset night music spoton another solid hit let children follow catchy nutshell starship follow suit previous album maybe doesnt quite ultimate cheeziness sara build city 's plenty cheese whiz enjoy know,negativo
1,compare annotate c standard book disaster work programmer annotate date also disaster 175 ansi standard document need facts please please finish promisedthe annotate c language standard coauthored andrew koenig ansi c committee 's project editor,insatisfecho
4,fairly old disney movie remember see first time come around entertain kid appreciate warn live south africa first time problems zone 1 movie amazon also buy 'the three live thomasina ' 'bell book candle ' vintage say mad cat,negativo
4,although date contain mostly older illustrations book come handy time need appropriate illustration story every preacher copy,neutral
3,expect lot songs linkin park songs remake track different artists soso nothing great 's fun always listen guess way would describe artists karaoke linkin 's songs think look something fresh look buy reanimation rather cd,insatisfecho
1,buyer beware tell seller dvd viewable australia not not buy seeler,neutral
1,buy album immediately come spark previous two gems youthanasia countdown whole album huge disappointment go never listen guitars noticeably weaker timbre technicality megadeth 's familiar aggressive melodicism noticeably absent sink beneath sea awful mediocrity riff weak songs tragically weaker vocally mustaine 's characteristic sneer ferocity seem apathetic distract drag already ordinary passionless songs miserable unmusical muck much hate say band revere years 's really not memorable track album megadeth fan swear previous albums avoid one like plague,enojado
1,try return title several time defective trackingthe prologic soundtrack lackluster performancewhat let,negativo
1,confuse not chronological order confuse read furthermore people not raise english mother language hard make,negativo
1,need throw away money dvd quality sound horrible stage mixture everything think world include japan amazoncom need watch dvd classify dvd classical music category would put one garbage section,insatisfecho
2,son gabe ask post thisi get birthday years ago work week stop go forward music annoy 'll hear sleep n't think spend money,insatisfecho
4,u ever want blow someone rocket laucher blast people away machine gun snipe people riflethis game game one man save world total soviet dominationps moms no blood game,neutral
1,third year electrical enginering student begin use matlab quite often buy book one class book offer no help whateversoever contain almost entirely problems no help solve terrible waste money look elsewhere help matlab,enojado
1,let start say devour every sidney sheldon novel ever pick work usually draw n't let go well 've finish bookthis book however huge disappointment usually rhythm wonderful character development one fell flat character predictablehell entire book predictable almost nonbookit bad absolutely worst thing sheldon ever write end leave feel gyp compel go online trash bookfor anyone new sheldon 's work check rage angels insteador anything else 's write 's great author usually,insatisfecho
4,chesterton 's 19th century european anti semitism farther brown provide interest solutions mysteriesfot stupid reason review minumum word count requirement,negativo
1,bad book main message tell people not start series 'll reserve judgment series complete painful read current rate pacehowever disagree many negative review think lot happen book move plot along poorly find harder harder care character happen plot move along without development tension go hint foreshadow keep guess future developments text simply filler desparately need decent editor,enojado
4,love daughter facinated problem fish inside n't move pretty much stationary think daughter sometimes star hop move otherwise thumb,neutral
1,miss read 's kindle book typos almost every page 10 buck pop book think could get better quality read complain months no result distract stop flow figure misspell word really fit context say review n't produce positive result n't mean hill bean,negativo
1,not order movie not good part ok overall waste money,insatisfecho
4,anyone study revelation bible know difficult book author do explain biblical text way make understandable would recommend anyone study personal bible bible study church home,neutral
1,n't expect version quicken last long unlike almost software developers folks quicken seem look ways make product date repurchase n't even offer upgrade buy whole thing avoid get system plan renew ever couple years high cost,negativo
2,bracelet not fit well n't help bracelet warp clasp difficult use well purchase items sabrina happy one go back,negativo
1,one worst movies market save money not even worth rental bad movie bad act bad,enojado
1,quit read 20 page goldman slap reader 30 character ' name 20 page name people reader suppose believe however none character ever develop 'll return good mysteries murder,negativo
2,buy laptop hdd ide converter get pay terminal connectors not survive directly wire power supply,negativo
1,book not robert l trippi may no robert l trippi robert r trippi not write book book fact one dimitris n chorafas book list publish macmillan actual publish house irwin professional press book arrive not advertise 400 page rather 374 index end abruptly point dawkins impossible say go not good book glance appear insultingly simpleminded probably misguide mean save time money anger,enojado
3,size 6 turn much larger medium way big wearjockey elance string bikini 3 pack,neutral
1,'ve camera months 's terrible button frequently not work shutter often get stick outside camera battery latch keep fall never buy polaroid,negativo
1,book miss lot information ie know company carry much debt n't important calculationif serious buy individual stock read security analysis ben graham warren buffet 's mentor,negativo
1,totally disappoint brand no different hpsonymaxell etci compare burn data verbatim others believe notthe less name brand better look clear crisp photosit fail sorry,insatisfecho
2,diappointed video 2 year old daughter bore watch video new songs sound like old songs redo dance uninspiring children always wiggle videos perhaps disappoint thing plug end video wiggle merchandise,negativo
1,product not work receive unit second receive unit purchase lacrosse not perform one year purchase temperarure humidity devices oregon scientificc black,neutral
1,product would not fit properly corner bad product would not recomend heavy ship back not even worth,insatisfecho
1,use quite time decide would n't buy cd player 5 average music listener ca n't tell difference good bad sound perfectly fine sound decent passable not great also find little flat not intonationthe button open cd player pretty aggravate really push odd angle button place 'll put another finger cd player else 'll skid across tablebecause no skip protection 's really inconvenient glide across floor prevent skip even little nudge cause skipi 'd suggest research spend money something better,insatisfecho
1,company purchase air hammer light foundry work less 4 hours operation internal spacer crumble hammer stop hammer identical replacement suffer fate time frame,insatisfecho
3,albums knowskits not include 12 songs2 december 4th 353 say 354 encore 455 change clothe 2556 dirt shoulder 257 threat listen listen 458 moment clarity 3559 99 problems liste45511 justify thug 3512 lucifer 35513 allure 3514 1st song 35my least favorite jayz album not count r kelly collabos next album betterdo honestly belive jigga wo n't come back minute even vannilla ice hammer do comebacks would n't,insatisfecho
1,ok alarm fairly pierce n't good ca n't get work instal main alarm door daughter 's apartment could n't get work instal appear sensors need nearly touch exactly alignment time could get work hold sensors next hand,negativo
3,currently live information age order stay current must aware wide rage information book teach process accelerate learn way not keep lead pack,insatisfecho
1,author keep use word dumb fox 's quite unnecessary ruin whole structure book easily say smart girl yack,insatisfecho
1,order 4 christmas come 4 3 ' hdmi absolutely no use contact seller get no response cheap price n't worth pursue would not buy company,insatisfecho
1,get cd disappoint not professional record rather one tap someone audience sound muffle instead crisp backup group obviously not familiar songs would go solo never complete get lose riff run time vocal suppose return addition cd not playable computer could not put ipod,negativo
2,r kelly maybe songwriter generation load crap fan first 5 chapters first premier shock come 7 not story turn another episode nick cannon wild n ' outthis story get random not add upi think stop chapter 7 would end better noteat end day much drama pour silliness rkelly stop go far2 5 star like first 5 chapters,negativo
1,hat crappy mean cheap wo n't even bother return n't really stretch 's really bad material 's not shape correctly n't like,enojado
1,like others find kindle version fill typos difficult read n't quite understand not correct not waste money kindle version,negativo
1,buy watch 2007 've send 3 time repair past 2 yearsfirst time watch start run really fastsecond time compass ' crown break offthird time watch simply stop workingevery time send back pay shippingthe service responsiveness coserv seiko repair service us dismal never return original box send first repair despite multiple communications repair take good one two monthsi love look watch 's much hassle,negativo
1,also buy christmas present daughter return next day problems everyone else game not pick daughter 's mine husband 's finger movements would not recommend toy anyone,insatisfecho
3,ca n't wait widescreenspecial edition version stop complain end full screen version production company may well try get money people buy release different versions need wait version really want 's not like whine change mind corporate exec,negativo
4,never hear chris thile saw band rendition dead leave dirty grind cmt songs not traditional bluegrass good jam nonetheless,enojado
1,unhappy book black white pictues button not useful identification lot information small print seriously consider return,insatisfecho
4,'s get harder find multi dalpha instead dlalphathis one dalpha not synthetic e,neutral
1,hmmm thre 's no way newborn could stay safe 's not support another baby product go unused,negativo
1,video totally mislaeding nothing protocols zion regrett buy waste moneyvery poor,insatisfecho
2,two apbts ball piece less two minutes second kong product not meet expectations kong advertise sturdy products larger dog,neutral
3,greetings vpostthank email check package receive list manage locate package deliver without vpost reference number order avoid process wrong package give information please confirm package belong nevertheless not able confirm open package verification1zw0388x0343951781 angeline betar east valley apparel sp0805 683 e allen st allentown pa 18109 w4096 32x25x5thank youyours sincerelyshiravpost customer service officervpost,negativo
1,want ruin exist thread ak potentially blow face order adapterif n't like idea 762x39 round explode pull trigger please aware,insatisfecho
4,would give 5 star except fallada 's book stir one become little gem book n't read every man die alone first may not appreciate historical importance era economic depression prewwii germany drinker wolf among wolves 's awhile since author captivate like despite historical novel subject timely character memorable,enojado
1,alert old date previous comment book badly print cheap paper bad unacceptable illegible type muddy reproductions insult covarrubiasamazon allow return really not list itproduct description hesperides press republish classic work affordable high quality modern editions use original text artwork lie1 cost 2 name hesperides not appear book no publisher would dare take credit it3 not reprint use original text artwork photocopy facsimile4 look inside different better produce book,negativo
1,stupid nonsense moviewhere writer likely hard drug plot horrible everything fake,enojado
1,huge jonathan kellerman fan read everything new book incredibly bore language self indulgent plot shoud endless descriptions people events n't really relate story thing worse reader audio flat dull story may put sleep female character voice terrible also offend need use stereo type descriptions asian character book unusual 'm disappoint,enojado
1,thing collosal waste money feature page page sheer ie ramble platitudes n't think divine single piece worthwhile information fact author like johnny holmes ginger lynne movies weird thing mention 'm surprise n't forward ron jeremy basically author could put meaty worthwhileness book onto one postit note buy low sell high thank goodbye,neutral
1,dreary depress good point film would not not recommend anyone,negativo
2,horrible book dozens grammatical errors pretty much exclusively caesar 's civil war commentary cicero 's letter civil war 's dull repetitive caesar speak two steal legions every chapter poorly illustrate give vocabulary usually n't wordsidioms one would need know no correlation wheelock 's latin people use latin 101 'd better fan latin translation legends zelda,enojado
2,hole much large kibbled dog food buy replacement lose feed ball look one picture not hole new ball much larger use take rusty ten minutes empty old ball quick minute onethe whole point treat ball tricky ball 's name 's no trick no fun one,negativo
2,product container not wet light regular wet n't like not waste time return,negativo
1,handsets two purchase would not charge apparently batteries faulty read review problem wrongly assume fluke att seem quality control problem send back purchase motorola product work wonderfully start not recommend handsets base phone go base phone order different model number phone outside box inside model number not one order quality control problems,insatisfecho
1,dvd player dissapointment begin always skip pause dvd playback one year 's life past warranty date tray no longer close completely not recognize discs advise would keep look,negativo
2,amazon relentlessly recommeded book ai shaky recommendation character could n't care less terrible character development plot place not good way interest ideas never fully develop,insatisfecho
1,unbelievable not good way 'm muslim know mainly like completely shock portray everything dance ang swimmin front guy show hair upset felt wrong muslims n't scarved like sabah couldnt make character like scarving make worse make show body nd hair act good watch twice doesnt mean dont comment im sorry comment badly genuinly feel felt complete crock muslims give us vry bad name,enojado
1,mislead book 's introduction author declare book beginners java topics cover confuse fashion book niether use beginner 's learn tool reference experience programmers beginner java n't buy book,negativo
1,confuse product use problems synchronization many alternatives better include online asp crm products even free crm products online product build dbase require rebuild periodically lot feature make difficult learn spend time try get product work rather sell,neutral
1,alex cross stumble nightmarish world deceit walk right past killer think bad guy friendcolleague premise patterson get tire try kiss girls make ok fool happy get money 's worth time much thoughpatterson lose reader,insatisfecho
1,although pass w 839 book word awful errors unbelievable flow choppy illustrations difficult follow look page 469 quality definately sacrifice speed ca n't believe ccie put name book hope money worth discreditalthough book cover everything exam mistake lead lot reread frustration,insatisfecho
1,disappoint product n't blink light click noise let know 's work much effort find product n't even work may get defective one still disappoint lack way tell,enojado
2,excpect whole movie one little disk go enertain do n't unfortunatly one biggest problems movie picture mean like do n't scroll movie 's whole thing chop picture almost feel like audio throw way video quality terrible lot blur graphic square pop great idea turn bad,negativo
1,find book frustrate think selection movies sloppy onesided use text time movie 's original release sometimes interest poor movies select fill goal 1000 title good movies curiously fail make cut,insatisfecho
1,worst movie ever watch way draw high rat award spend whole show wait movie get movingthe character totally unconvincing no sensible motivation action whole show wildly implausible things behavior no logical cause pathological nonfunctionality neurotic passionate obsession strangers rave insanity 's boringthere random nudity minutes strip perhaps tame old fashion version scandalous plotless pornography,enojado
1,book give enough information get join us monthly price pay lifetime membership site call naturalcurescom get crucial information lack book like frustrate someone know something wo n't tell unless pay buy book,negativo
2,n't like movie 's one simply could lot think maybe 're go pull stuff together no 's dumb act fine etc 's story problem see good review ca n't help think maybe watch movie maybe 's n't know certainly n't like movie fact 'd say blow n't hate else 'd give one star yeah opinion blow hard hmm maybe hate bleh 'll give two star anyway case,insatisfecho
1,last naturalizer navy women 's scout sandals buy well make cheaper quality leather thinner sole no elastic back heel need narrow heel disappoint especially since pay 1800 's postage order exact sandal size,insatisfecho
1,rflink avs5811 n't work advertise would not hold signal 15 feet one interior wall house signal continually drop 4 channel return would rate product 0 zero star system make rate 1 star,negativo
1,less year purchase dvd eject mechanismbroke make dvd player unusable also 90 daysthe warranty n't cover labor charge not recommend,negativo
1,magic indeed little petition relay tendentious form malfeasance short notice mr neglect certain textual appurtenances formerly think requisite full understand retain position not apparently take back fronter ai n't even couch think 's ripjagging get catch handy maybe next time wo n't sift close basin ya know mean shyeet man balk,negativo
3,since read several card 's work enjoy pick book library shelf get something quite different bargain fori admit book absolute pageturner could scarcely put skype fiancee call end stay 130am finish however get end book reflect back realize little value book felt let nothing encourage reconsider world similar feel watch several hours cheesy soap time wastedif want read card read ender shadow series even planet call treason oddities think provoke book,neutral
1,overrate peice trash act terrible 5 min `` pure terror '' actually quite funny,insatisfecho
1,toaster defective call cuisinart uncooperative return item amazon always stand behind sell would hesitate purchase cuisinart product give customer service,insatisfecho
2,game dumb impossible win level start 500000000000000000000times little bite cool stuff otherwise 's violent scan visor really cool scan dead space pirate cause death gross 's usually something like cause death removal internal organs cause death sever spinal cord belive kid 10 not buy 's violent,enojado
1,extremely disappoint buy cd like blondie cd describe remastered sound not good dont buy cd want quality wish could return,negativo
1,one worst book 've ever read 'm sorry ever buy read leave feel sad depress feel sad even think ugly live describe memoir see review describe funny hilarious n't get read book enjoyable child rape parental insanity slowly starve cat deathi would give no star could,enojado
1,book one worst book ever buy writers base emotion not scientific facts hate food not green use psuedoscientific facts though example u put child cage whith rabit apple child eat apple play whith rabit thats must not eat meal abundance `` scientific facts '' stay away book make health worst,insatisfecho
4,film surprise film shock film make mad sad angry movie watch number time different friends reaction always intense one way,insatisfecho
1,n't waste time film misfire every way 's plain bad feel bad everyone involve dud film,insatisfecho
2,camera decide quit day son bear hospital try take pics brand new baby flash would n't go 'm guess review 's corrupt flash card not find explanation since camera otherwise work fine batteries even fully charge no camera day son bear unforgiveable 'll never buy hp product,negativo
1,worse lids ever leak bad 's no lid 'm use ball brand wide mouth jar would think would good match not,enojado
1,think cool movie kid excite find adult hood however put dvd player greatly disappoint horrible act predictable story line,negativo
4,otherwise 's cheap pumpwhat else expect bf use piece pumpsgood size cylinder,neutral
1,already dvds theatrical extend bluray wo n't buy fyi movie would get 5 star product however get one,neutral
1,trip arrive 3 weeks finally decide tune try tune 6th cord nut break know guitars cheap 'm dissapointed could n't even return since pass almost 4 weeksestaba de viaje cuando llego despues de 3 semanas de tenerla guardada por fin decid afinarla cuando estaba afinando la sexta cuerda el hueso se rompio no poda creerlo ahora se por que estaban tan tan baratas estoy muy decepcionado de este producto ni siquiera pude regresarla pues ya haban pasado casi 4 semanas,negativo
1,scooter not run 5 minutes day little girl disappoint contact razor say battery way wait two weeks still no battery,insatisfecho
1,december 2005 buy 23710 sharpen system not ready use put shelf shop march 2006 buy 23715 jointerplaner sharpener try put two together blade holder nine degrees coplaner sharpen wheel measure no adjustment due amazon 's 30 day return policy not able return faulty 23710 grinder consequently neither buy another delta product buy anything amazoncom know grinder faulty n't holder indicate problem nut,negativo
1,utter disappointment write atrocious dialogue horrible plot clich do many time n't get past page 27 try enjoy realize not waste money time also paper,negativo
4,es bonito pero parece que no esta bien diseado el interior los bolsillos ya q no hay espacio para los cable ni el cargador de la bateria siendo el bolso mas grande que las camaras cybershot,insatisfecho
1,william shatner old age not wish accept fact present st universe character dead write piece kirkself aggrandise junk like william shatner tell star trek fan get life yet write book except fan buy work reveal william shatner hypocrite appeal pocket book not publish book,negativo
1,try swinggers thing wo n't go new partner bare bring cause fair price hell sell condoms zip lock bag want use ca n't trust really shouldve take itchyazz advice,insatisfecho
1,terribly dissapointed quality sound production cd mixers could do much better job ladies voice,negativo
1,n't like book really n't useful information 25 year old funny,negativo
1,book deal allege secrets reveal three portuguese children virgin maryfrom begin book 's purpose obvious god send message communists evil world not convert catholicism bow pope doom communists freemasons non catholic population burn hell god demand children inflict pain tie string tightly limbsthis book huge waste time money open mind people look elsewhere good read wish know buy,enojado
4,fairly new star war universe first purchase book great job catch speed although items book straight movies also tap subject great sith war new republic behind scenesand merchandise not really great picture consider also straight moviesoverall 'd say much enjoy book informative musthave star war fan enjoyi also read another review book error say kiadimundi jedi knight council read book thoroughly confuse episode iii anakin get work council not master say something along line 's never do history jedi 's insult hmmm,insatisfecho
1,brother law buy vacuum husband two years ago machine much trouble pick anything also get harder harder click plastic piece empty frequent may add 'm look something better n't think 'll buy eureka vacuum,negativo
4,pros cheap not flimsy cheap decent sound though not great cheapcons not big comfort not painful really not gentle ears sound bite muddy 'll need tweak eq settings get fuller soundoverall exactly need right price,insatisfecho
1,disappointment always love kirsti alley series filthy could not watch anymore first 4 episodes watch far hop would improvebut not n't hire decent writers put series production simply rely dirty language trashy sex not make good show think dump discs nearest goodwill box second thoughts since n't think worth anyone watch itso trash go,insatisfecho
3,'ve go quite daughter hate fact straw come 3 different piece first 's frustrate put thing back together get dishwasher 's back together job help toddlers learn drink straw let warn though not good travel bc leak bag 's throw,enojado
1,saw ozzfest let tell ya suckthey talk bad military suck us suckscome onthis best damn place world n't time sorry musictwo thumb downyou disappoint band,insatisfecho
4,work undergo least one change lead author least two thorough revisions 8th edition one date not uncommon standard textbooks endure decadeswhatever virtues failings current edition title begin school year approach readers textbook review amazon remember compare edition sell editions comment write,neutral
1,nintendo revolution backward campatable nes game '80s would waste money new old,negativo
3,lot reviewers bemoan fact not widescreen release well sting not film widescreen film standard academy ratio keep 1930 's feel perhaps know movie databases list movie 1851 film 70 's saw movie summer movie festival project 1331 academy ratio dvd state picture modify fit tv screen universal really blow notice widescreen version ever release top bottom picture crop say transfer laserdisc version date back 1989 n't good transfer certainly not good one universal need new transfer not widescreen still wonderful clever movie,neutral
4,think orwell spend 2 much time develop world language newspeak not enough time story chartacters quite simple book strightforeward character seem unrealistic not likeable world amaze 's intricate structure plan oceania last detail spend amount time story charactersthen would definite calssic still not say find amaze reviewers great introduction literature n't take classroom set kill enjoyment read,negativo
1,think movie absolute failure almost aspects actors horrible except kay francis jo bhaer fritz display naive swiss professoralmost completly stupidnow would marry someone like dan horrible crybaby disappoint movie would not recommend anyone,enojado
3,overall bite disappoint book major problem hit download pose palm website order run examples think cdthe next problem inconsistancies text actual codewarrior tool think careful edit would catch inconsistanciesdo n't get wrong good material book read carefully find examples ok material not orgranized well get start quickly ie read much book could start try write program,insatisfecho
1,n't care movies appear start middle 3 4 stories go movie one appear start middle finally almost hour start put together also find wonder anyone would travel foreign country without know speak language 's bad enough type thing happen america least help available would speak english definitely check one local library buy,insatisfecho
1,receive advance copy review state 's review sessions character lightly draw n't care book seem imitate dust style format n't begin measure work school librarian ca n't think would give book depress skip,insatisfecho
3,really not enough good track make worth buy unless fan mexican radio alone worth dowlaod since sell cd 's pretty much far killer track,negativo
3,book describe religion universal mental illness say freud predict time rise itreligion would thus universal obsessional neurosis humanity like obsessional neurosis children arise oedipus complex relation father true freud suppose turn away religion bind occur fatal inevitability process growth find juncture middle phase developementit worth read quickly make point,negativo
1,artichoke bottom huge tough 'm wonder 're even real n't taste real order whole case 12 wish could return 've already open 2 can would not recommend anyone love artichokes,negativo
1,worst product ever use toss could not mix nightmare not sell,insatisfecho
1,alas 've own delonghi bco130t four months toss 's leak place no one blame read review 'll find problem discuss users want work badly since price good feature hasbut bad worksmanship bad worskmanship garbage go order coffee maker pay close attention users comment,enojado
1,buy set new far nothing problems dvds quality poor ca n't watch season 2 disc 3 ca n't watch season 3 disc 3,negativo
1,one lousiest 've hear years plan return cd protest not not well make record technically tenors obviously not even sightread music try sing wish lower rat one star minus 3 star sound right,insatisfecho
2,wear wigs stay one fell within minute deform flat top poofed side look horrible return,negativo
3,watch look nice give accurate time alarm work easilyaccurately problem ca n't hear alarm go high frequency hear loss like probably n't buy one agree another reviewerwould n't great vibrate alarm,insatisfecho
1,book sound like every 20 something 's complaint world n't hand plate,negativo
4,rather linear narrative book thematic analysis charlemagne time chapters correspond different subject military administration recruitment army size church churchstate relations deep integration 2 spheres economy first chapters function brief narrative history although within thematic arrangement author skip considerably topic intend buttress barbero 's convince argument charlemagne 's rule fundamental european history follow unlike ozymandias disappear depths history charlemagne 's work endure daythe book wellwritten wellresearched within second third chapters either translation original word awkward not affect overall conveyance subject matter,negativo
3,function work fine night light not bright enough read anything night,negativo
1,extendable iron holder fairly cheap risk flip board due weight iron fabric cover way cheap awful chemical smell transfer clothe,insatisfecho
1,pillow disappoint 'd able try prior order would not purchase steep slope bed 've try sleep back side no way 's not fault pillow not buy item like without try first look another 's not high,insatisfecho
1,'ll go see movie nice effect explosions gun fight destruction citywhich day tomorrow isbut no nice effect people say 'oh wonderful sfx 's realistic u see cause fx ' etc etcbut effect suck suck look cartoonish oh paste inand 'm not even gon na start sucky act plot,enojado
2,'m not scientist admire dr hawk book need write like address someone little basic knowledge science,neutral
1,ugly stuff animal 's not soft fluffy wiry stringy not give gift toy drive,insatisfecho
1,shlaes member marxist council foreign relations goal organization world communist government make question immediately anything may write book n't read read lot cfr 's not good cfr believe progressive tax system shlaes naive create smoke screen order deceive public,insatisfecho
1,son use since newborn 's two years old unfortunately still need wear bib keep shirt dry absorbent bib see market soak three day year use first batch buy stain want buy new ones replace new ones buy august 2010 nothing like old ones less absorbent velcro stick clothe laundry despite religiously close velcro put laundry fall son 's neck totally useless piece junk ask go back use original ones buy two years ago yellow 's not pretty least job,insatisfecho
1,people pass deviceit probably 1 2 years behind current portable av technology screen quality barely adequate video picture playback interface awkward use battery life short maybe 45 minutes video playback picture view finally difficult encode video clip devicecool concept small form factor nice design not work well,negativo
1,torch either flame thrower puny useless flame go burn 3 second take lighter hold next torch light 'm go try return absolute waste time money,insatisfecho
1,poorest range phone ever purchasedi not large house base locate center house get reception inside house base 13 feet end house not work bedroom 24 feet away not work outside older phone would get reception 150 feet yardi email customer service get no customer service no recommendations,insatisfecho
4,30 days still look good original bulb die early death end disappoint update,insatisfecho
1,use cooker six time section would no longer stay securely attach bottom portion cook misfortune deal justboiled water leak try remove overhead microwave discard due unsafe hope not happen others cause injury frustrate say least,insatisfecho
4,first egg replacer use find toddler allergic egg make everything banana bread pancakes casseroles everything turn perfectlyuntil winter suddenly everything make replacer taste terrible even open new package throw old not sure shelf life product mine seem go bad within 6 months purchase easily go one package time no way could get four package would recommend product enough eggless bake get four package within six months,insatisfecho
2,one would hope journalistic skills mr thomas would evident book sadly little compilation note scarcely hold together biographical thread fail capture drama events give impression author take trip read events make note decide perhaps money make pack book latter regard seem right not attributable either historical literary quality furthermore map poor fail contain many detail refer text inadequate many account events accurate engage literate maybe many use copy mr thomas 's book available,enojado
3,dysfunctional way n't judge harshly back forth mother teenage daughter painful anyone raise teen girls attest get brutal time page turner care happen not much book become average read borrow library friend n't purchasenot good enough keep reread years,negativo
1,product activities not say bad company think product n't best product 've make,negativo
2,high hop cdvclav neumann czech philharmonic perform dvorak poor audio master ruin enjoyment disc 's early digital record harsh highs sound thin lean dvorak need sound lush sumptuous large collection dvorak superior sound wont order rest cycle,negativo
1,throw book n't everyone kinda bore riddle unimportant plot info call fable would say not meet criteria honestly unless sort super feminist like bore book would n't recommend would like solidify review write college student well guy totally personal opinion right ignore not pick thing expect real fantasy plain ground nothing fantasy like apart magical dead women writers protagonist see travel even manage make bore point book well,enojado
1,price show one gutter guard not box 50 thus ad mislead complain seller months ago refuse change ad opinion shady situation,insatisfecho
2,dog really love toy sadly ca n't play anymore break less 24 hours get firstly reinforcement con inside ball come unglued one one time jam motor unit spend much time interupting play session order take ball apart get cone reassemble poor dog look great frustration motor work ball would no longer move jiggle rather defeat object end put ball away could smell motor burn 'm angry consider toy n't cheap plus amount ship cost much hassle send back us get replacement,insatisfecho
4,buy ear bud wo n't stay ears super light flexible n't crack get bend bite also find tolerable sleep although less comfortable pad headphones complaint volume control tiny 's hard use impossible set accurately give use next time replace version without volume control,negativo
1,device work 1 week brokei pay 30 ship oregon another 10 pack bubble wrap take 1014 days get back not mention week email back forth get address send repair buy store could exchange new one day no additional cost upset disappoint,insatisfecho
3,show great no complaints however surprise no one mention anything poor extras arethere no foreign language track despite warnings french bother no french language track no big deal n't speak french find odd extras check turn nothing advertizements tv show dvdsthe worst part back package say close caption attempt view caption get error say no caption record no options dvd menu turn close caption either not know error part dvd player display caption every dvd simply forget put caption one caption n't work first notice5 star show2 star dvd extraspresentations,enojado
1,'m disappoint level difficulty puzzle feel 've dupe look long book difficultextreme puzzle work solve techniques easymedium feel error make medium puzzle place book instead mensa difficulty 's wonder no one catch error publication book print still put shelf unsuspecting customers 'm annoy,enojado
1,11 year old daughter no 1 christmas list course buy however try use product find not work aim needless say disappoint product wish description ad video inform public product not work unless friends family im website product girltechcom useless offer detail information product not answer question 'how use ' product say not compatible aim say users need im order chati would not recommend anyone buy product unless want buy child friends,insatisfecho
3,randall kennedy 's nigger strange career troublesome word history nword good part book white people verse black people say word many black people loosely refer niggers white people insult people involve white detroit rapper eminem earn blackness able use word work hard black dominate field accept world free use language black people feel 's privilege use word must earn right use word book interest white person learn lot due read reader learn history meanings usage court case surround word nigger,insatisfecho
2,'ve know price misleadingthis text indian versionwhat n't compare yet claim,neutral
2,lawn mower stop work 11 months use lawn mediumlarge seem lawn mower could handle lawn no problems suddenly today stop work confirm not electrical cord outlet issueyes lawn mower stop lawn not huge thick lawn either average florida last week smoke take sign end,insatisfecho
1,heavy not clean hard floor well go consumer review n't trust review,negativo
1,buy 11 week old scottie start bark everywhere spray go mad bark puppy mat turn around pee floor waste money might keep incase start chew something spray,insatisfecho
1,old wornout sound waste money another critic write montage word motif album cover unamerican '60s british sound buy mum,insatisfecho
2,think book design teach math right answer lessons book reputation among son 's classmates lot errors example problem wasm6 8 text book say answer 48 answer 48 sons comment friends find lot errors like throughout booki recommend not buy book also call question editorial skills houghton mifflin 's division call mcdougal littellit also say five star review book either generous perhaps not really use textbookthe reason mark score low 2 star textbook math errors math answer 's terrible opinionespecially since not one two pattern show lack care publisher,negativo
1,buy two hose reel front back house first one break two years use inner hose elbow split middle second one break outside hose connection snap although replacement part available manufacturer units not design easy disassembly replacement part waste lot precious weekend time try fix units unfortunately two hunks plastic seem destine landfill shame,insatisfecho
2,maybe texas 50 something enjoy movie great character sure narrative collection unrelated eventsan extremely long collection unrelated events couple meet get marry sister law die kid kid grow thread occasional fight would erupt jerk play jam dean end explode dad learn tone racism little bite not muchit 's really three star 'm take extra sheer length three hours movie 's neither good bad,negativo
1,not last one week sole come 's not worth moneywastedi need money back replacement something else,negativo
1,book waste time money make page 36 two attempt 's far 'm go goi 've not read book picoult hear good things time guess pick wrong one start picture perfect not enjoyable allthe write dull overly dramatic whole situation rather soap operaesque unbelievable slowdo n't waste time,negativo
4,someone grow small town pop 1000 southern indiana immediately draw connection winesburg anderson 's portrayal local residents lead people believe small town life problems city life,negativo
1,5 year old laptop without dvi output like new one think would purchase adaptor able hook hdtv dvi hdmi cable laptop not recognize adaptor shut try everything fix nothing work,negativo
